# source=Extracted from Arma 3 PBO config dumps via SQF/config parser; RHA values calibrated against NIJ 0101.06, NIJ 0108.01
# confidence=Estimated for vanilla items, researched for DLC/CDLC items (see data/armor/standards/ & data/sources/)
# classname	item_type	clothing_category	primary_material	backing_material	thickness_mm	nij_rating	rha_mm	confidence	manufacturer	model	camo
tfl_new_dirtman_mc_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mc_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mc_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mc_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mca_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mcb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_mct_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rdbs_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_rg_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_rg_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_rg_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_rg_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_rg_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_rg_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_rg_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_rg_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_dirtman_tgr_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_tgr_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_tgr_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_tgr_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_tgr_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_tgr_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_tgr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_dirtman_tgr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_aor1_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor1_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor1_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor1_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor1_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor1_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor1_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor1_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_grill_aor2_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_aor2_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_aor2_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_aor2_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_aor2_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_aor2_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_aor2_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_aor2_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_grill_blk_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_blk_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_blk_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_blk_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_blk_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_blk_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_blk_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_blk_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_grill_cb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_cb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_cb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_cb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_cb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_cb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_cb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_cb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_grill_dtgr_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_dtgr_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_dtgr_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_dtgr_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_dtgr_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_dtgr_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_dtgr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_dtgr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_gry_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_gry_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_gry_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_gry_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_gry_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_gry_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_gry_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_gry_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_grill_m81_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_m81_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_m81_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_m81_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_m81_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_m81_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_m81_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_m81_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_grill_marpat_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_marpat_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_marpat_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_marpat_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_marpat_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_marpat_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_marpat_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_marpat_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_grill_mc_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mc_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mc_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mc_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mc_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mc_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mc_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mc_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mca_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mcb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_mct_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rdbs_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_rg_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_rg_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_rg_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_rg_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_rg_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_rg_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_rg_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_rg_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_grill_tgr_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_tgr_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_tgr_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_tgr_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_tgr_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_tgr_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_tgr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_grill_tgr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_gry_aor1_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor1_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor1_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor1_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor1_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor1_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor1_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor1_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_gry_aor2_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_aor2_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_aor2_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_aor2_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_aor2_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_aor2_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_aor2_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_aor2_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_gry_blk_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_blk_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_blk_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_blk_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_blk_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_blk_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_blk_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_blk_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_gry_cb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_cb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_cb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_cb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_cb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_cb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_cb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_cb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_gry_dtgr_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_dtgr_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_dtgr_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_dtgr_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_dtgr_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_dtgr_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_dtgr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_dtgr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_gry_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_gry_m81_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_gry_m81_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_gry_m81_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_gry_m81_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_gry_m81_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_gry_m81_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_gry_m81_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
